tenure,TotalCharges,SeniorCitizen,Contract_One year,Contract_Two year,InternetService_Fiber optic,InternetService_No,PaymentMethod_Electronic check,OnlineSecurity_Yes,PaperlessBilling,Churn
30,2627.2,1,0,0,1,0,1,0,1,0
68,4741.45,0,0,1,0,0,0,1,0,0
38,4009.2,1,0,0,1,0,1,0,1,0
17,1463.45,1,0,0,1,0,0,1,1,1
48,5082.8,0,1,0,1,0,0,0,1,1
1,43.8,0,0,0,0,0,1,0,0,0
63,3707.6,0,0,1,0,0,1,1,0,0
3,220.45,0,1,0,0,0,1,0,1,0
48,1133.7,0,1,0,0,1,0,0,0,0
66,1983.15,0,1,0,0,0,0,0,0,0
68,5746.75,0,0,1,1,0,0,0,1,0
17,770.6,1,0,0,0,0,1,0,1,1
7,134.05,0,1,0,0,1,0,0,0,0
72,6230.1,0,0,1,0,0,0,1,1,0
29,573.05,0,0,0,0,1,0,0,0,0
37,3419.3,0,0,0,1,0,1,0,1,0
34,3587.25,0,0,0,1,0,0,1,1,1
42,3541.35,1,0,0,1,0,1,0,1,1
59,3801.3,0,1,0,0,0,0,1,0,0
11,868.5,0,0,0,1,0,0,0,1,1
60,4859.1,1,0,0,1,0,1,1,1,0
27,1439.35,0,0,0,0,0,0,0,1,0
1,85.8,0,0,0,1,0,0,0,0,1
1,79.1,1,0,0,1,0,1,0,1,1
17,592.75,0,0,0,0,0,0,1,0,0
58,1185.95,0,0,1,0,1,0,0,0,0
1,18.8,0,1,0,0,1,0,0,0,0
3,134.5,0,0,0,0,0,0,0,0,1
53,4921.2,0,0,0,1,0,1,1,0,0
35,901.25,0,0,0,0,1,1,0,1,0
50,5341.8,0,0,0,1,0,0,1,0,1
68,4859.95,0,0,1,0,0,0,0,0,0
47,1139.2,0,0,0,0,1,1,0,0,0
65,7082.45,1,0,0,1,0,0,0,1,0
5,324.6,0,0,0,1,0,1,0,1,1
51,4812.75,0,0,0,1,0,1,0,1,1
46,4399.5,0,0,0,1,0,0,0,0,1
9,663.55,0,0,0,1,0,1,0,1,0
8,174.65,0,0,1,0,1,0,0,0,0
14,321.7,0,1,0,0,1,0,0,1,0
45,5125.5,0,0,0,1,0,1,1,1,0
8,548.9,0,0,0,1,0,0,0,1,0
1,50.15,1,0,0,0,0,0,0,1,1
66,7031.3,0,1,0,1,0,0,1,1,0
72,5016.65,0,0,1,0,0,0,1,0,0
41,4594.95,0,0,0,1,0,0,1,1,1
23,611.45,0,0,1,0,1,0,0,0,0
29,2384.15,0,0,0,1,0,1,0,1,1
4,319.85,0,0,0,1,0,1,1,1,0
6,153.3,0,0,1,0,1,0,0,0,0
67,7035.6,1,1,0,1,0,0,1,1,0
7,344.2,1,0,0,0,0,0,0,1,0
56,1431.65,0,1,0,0,1,0,0,1,0
72,1849.2,0,0,1,0,1,0,0,0,0
72,6083.1,0,0,1,0,0,1,1,1,0
23,426.65,0,0,1,0,1,0,0,0,0
35,1655.35,0,0,0,0,0,0,0,0,0
27,1943.9,1,0,0,1,0,1,0,1,0
26,1616.15,0,0,0,0,0,1,0,1,1
12,314.95,0,1,0,0,1,0,0,0,0
40,804.85,0,0,1,0,1,0,0,0,0
7,465.7,0,0,0,0,0,0,1,0,0
70,6669.05,0,0,0,1,0,0,1,1,0
60,1161.75,0,0,1,0,1,0,0,0,0
39,947.75,0,1,0,0,0,0,0,1,0
72,8375.05,0,0,1,1,0,0,1,0,0
1,34.7,0,0,0,0,0,1,0,1,1
54,3770.0,0,1,0,0,0,1,0,1,0
3,264.8,0,0,0,1,0,1,0,1,1
63,4707.85,0,0,1,0,0,0,1,0,0
71,6152.4,0,0,1,1,0,1,0,1,0
42,958.1,0,1,0,0,1,0,0,1,0
47,943.0,0,0,1,0,1,0,0,0,0
66,6615.15,0,1,0,1,0,0,0,1,1
21,2200.25,0,0,0,1,0,0,1,1,1
11,425.1,0,0,0,0,0,1,0,1,0
1,99.75,0,0,0,1,0,1,0,1,1
55,5044.8,1,0,0,1,0,1,0,0,0
69,6743.55,0,0,1,1,0,0,0,1,0
3,196.4,1,0,0,1,0,1,0,0,0
4,299.7,0,0,0,0,0,1,0,1,1
30,2093.9,1,0,1,0,0,0,0,1,0
5,417.75,0,0,0,1,0,1,0,1,0
71,1725.4,0,0,1,0,1,0,0,1,0
29,1620.2,0,1,0,0,0,1,0,1,0
52,3169.55,0,0,0,0,0,0,0,0,0
68,5233.25,0,1,0,0,0,0,1,0,0
46,967.85,0,0,1,0,1,0,0,0,0
8,438.05,0,0,0,0,0,0,0,1,0
72,1421.9,0,0,1,0,1,0,0,0,0
17,323.15,0,1,0,0,1,0,0,0,0
3,318.6,0,0,0,1,0,1,0,1,0
2,163.7,1,0,0,1,0,0,0,1,0
9,639.65,0,0,0,1,0,0,1,1,1
51,2928.5,0,1,0,0,0,0,0,1,0
6,100.35,0,0,1,0,1,0,0,0,0
3,273.2,0,0,0,1,0,1,0,0,0
17,1608.15,1,0,0,1,0,1,0,1,0
30,1441.95,0,0,0,0,0,1,0,0,0
31,2168.15,0,0,0,0,0,1,0,1,0
45,3618.7,0,0,1,0,0,0,1,0,0
64,5692.65,0,1,0,1,0,0,1,0,0
1,59.85,0,0,0,0,0,1,0,1,1
1,69.6,1,0,0,1,0,1,0,1,1
61,5969.3,1,1,0,1,0,1,0,0,0
1,19.05,0,0,0,0,1,0,0,0,0
9,418.8,0,0,0,0,0,1,0,1,1
72,8100.55,0,0,1,1,0,0,1,0,0
1,19.5,0,0,0,0,1,0,0,0,1
7,313.45,0,0,0,0,0,0,0,1,0
66,6130.95,0,1,0,1,0,0,0,1,0
1,69.9,0,0,0,1,0,1,0,1,1
40,745.3,0,0,0,0,1,0,0,1,0
16,1212.1,0,0,0,0,0,0,0,1,0
2,183.75,0,0,0,1,0,0,0,1,1
67,1583.5,0,0,1,0,1,0,0,0,0
41,4162.05,0,1,0,1,0,0,1,1,0
56,1119.9,0,0,1,0,1,0,0,1,0
72,8013.55,0,0,1,1,0,0,1,1,0
3,264.85,0,0,0,1,0,0,0,1,1
54,1102.4,0,0,1,0,1,0,0,0,0
52,5832.0,1,0,0,1,0,1,0,1,0
50,4304.5,0,0,1,1,0,0,0,1,0
14,1178.4,0,0,0,1,0,1,0,1,1
27,1421.75,0,1,0,0,0,0,1,0,0
72,6827.5,1,0,1,1,0,0,1,1,0
62,4698.05,0,1,0,0,0,0,1,1,0
12,654.5,0,0,0,0,0,1,0,1,0
44,3268.05,1,1,0,0,0,0,0,0,0
54,4362.05,0,0,1,1,0,0,0,1,0
68,1386.9,0,0,1,0,1,0,0,0,0
20,415.4,0,0,0,0,1,0,0,0,0
50,2614.1,0,1,0,0,0,0,0,0,0
58,1513.6,0,0,1,0,1,0,0,1,0
35,3161.6,0,0,0,1,0,0,0,1,0
2,80.95,0,0,0,0,0,1,0,1,0
63,4676.7,0,0,1,0,0,0,1,0,0
58,6526.65,0,1,0,1,0,0,1,1,0
27,583.3,0,1,0,0,1,0,0,1,0
71,8078.1,0,0,1,1,0,0,1,1,0
63,3503.5,0,1,0,0,0,0,0,0,0
71,6669.45,0,0,0,1,0,0,0,1,0
41,4689.5,1,0,0,1,0,1,1,1,1
13,1201.15,1,0,0,1,0,1,0,1,1
2,143.65,0,0,0,1,0,1,0,0,1
68,1292.65,0,0,1,0,1,0,0,1,0
1,48.75,0,0,0,0,0,0,1,1,0
65,7108.2,1,0,1,1,0,1,1,1,0
72,1802.55,1,0,1,0,1,0,0,1,0
28,1505.15,0,0,0,0,0,0,0,1,0
72,1859.1,0,0,1,0,1,0,0,0,0
2,168.5,0,0,0,1,0,1,1,1,0
18,390.85,0,1,0,0,1,0,0,0,1
60,6339.45,1,1,0,1,0,1,0,1,0
26,1652.4,1,0,0,0,0,1,0,1,0
1,71.65,0,0,0,1,0,1,0,1,1
4,77.5,0,0,0,0,1,0,0,0,1
68,6392.85,0,0,1,0,0,0,1,1,0
38,3264.5,0,0,0,1,0,0,0,1,1
42,4599.15,1,1,0,1,0,0,1,1,0
57,1134.25,0,0,1,0,1,0,0,1,0
54,1621.35,0,0,0,0,0,1,0,0,0
12,947.3,0,0,0,1,0,0,0,0,1
44,2722.2,0,1,0,0,0,0,1,1,0
42,3058.3,0,0,0,0,0,0,1,1,0
72,1769.6,0,0,1,0,1,0,0,0,0
71,6293.75,0,0,1,0,0,0,1,0,0
19,1761.05,0,0,0,1,0,0,0,0,1
23,1642.75,0,0,0,0,0,0,0,1,0
30,578.5,0,0,1,0,1,0,0,0,0
35,954.9,0,1,0,0,1,0,0,0,0
10,973.25,0,0,0,1,0,1,1,1,1
1,43.85,0,0,0,0,0,0,0,1,0
22,1490.4,0,0,0,1,0,0,0,1,0
7,280.0,0,0,1,0,0,0,1,0,0
36,1901.25,0,0,1,0,0,0,1,1,0
34,716.4,0,0,0,0,1,0,0,0,0
72,4720.0,0,0,1,0,0,0,1,0,0
36,930.95,0,0,1,0,1,0,0,0,0
1,76.35,0,0,0,1,0,1,0,0,1
23,1676.95,0,0,0,1,0,1,0,1,1
32,2642.05,1,0,0,1,0,1,0,1,1
71,6770.85,0,1,0,1,0,0,1,1,0
23,1835.3,1,0,0,1,0,0,0,1,0
17,1588.25,0,1,0,1,0,0,0,1,0
1,75.5,0,0,0,0,0,1,0,1,0
12,258.35,0,0,1,0,1,0,0,0,0
72,1502.25,0,0,1,0,1,0,0,0,0
1,19.2,0,0,0,0,1,0,0,0,0
72,6929.4,1,0,1,1,0,0,0,0,0
60,4453.3,0,0,0,1,0,0,0,0,0
61,3244.4,0,0,1,0,0,0,0,0,0
6,323.45,0,0,0,0,0,0,0,0,0
32,2661.1,1,0,0,1,0,1,0,0,1
31,2697.4,0,0,0,1,0,0,0,1,1
19,1424.5,0,0,0,1,0,0,0,1,1
72,1401.15,0,0,1,0,1,0,0,0,0
32,1739.6,0,0,0,0,0,1,0,1,0
65,5931.0,0,0,0,1,0,1,0,1,0
45,2333.85,0,0,0,0,0,0,1,1,0
42,949.85,0,1,0,0,1,1,0,0,0
8,572.45,0,0,0,1,0,1,0,1,0
32,696.8,0,0,1,0,1,0,0,0,0
22,1381.8,1,0,0,0,0,0,1,1,0
57,2572.95,1,0,0,0,0,1,0,1,1
1,47.95,0,0,0,0,0,1,1,0,0
1,45.1,1,0,0,0,0,1,0,0,1
1,45.0,0,0,0,0,0,1,0,1,0
24,2122.45,0,0,0,1,0,1,0,1,1
1,20.05,0,0,0,0,1,0,0,0,1
54,4931.8,1,0,0,1,0,1,0,1,0
4,116.95,0,0,1,0,1,0,0,1,0
65,6937.95,0,0,1,1,0,0,1,0,1
56,1261.7,0,1,0,0,1,1,0,0,0
45,3273.8,0,0,0,0,0,1,1,1,0
71,1415.85,0,0,1,0,1,0,0,0,0
59,3958.2,0,1,0,0,0,0,1,0,0
69,2492.25,0,1,0,0,0,0,0,1,0
19,279.2,0,1,0,0,1,0,0,0,0
55,1083.0,0,0,1,0,1,0,0,0,0
38,755.5,0,1,0,0,1,0,0,0,0
10,402.6,0,0,0,0,0,1,0,1,1
47,3252.0,1,0,0,0,0,0,1,1,0
2,68.75,0,0,0,0,0,1,0,1,1
1,46.2,0,0,0,0,0,0,0,0,1
1,45.15,0,0,0,0,0,1,0,0,1
1,43.3,1,0,0,0,0,1,0,1,1
46,936.85,0,0,1,0,1,0,0,1,0
38,2250.65,1,0,0,0,0,0,1,1,1
65,3857.1,0,0,1,0,0,0,1,0,0
19,1441.1,0,0,0,1,0,1,1,1,1
52,4338.6,0,0,0,1,0,1,0,1,1
71,1378.45,0,0,1,0,1,0,0,0,0
1,45.95,0,0,0,0,0,0,0,0,1
52,2566.3,1,0,0,0,0,1,0,1,0
6,171.0,0,1,0,0,1,0,0,0,0
26,1597.4,1,1,0,0,0,0,0,0,0
48,4744.35,1,1,0,1,0,1,0,1,0
64,6721.6,0,1,0,1,0,0,1,1,0
3,247.25,0,0,0,1,0,1,0,0,1
1,44.05,0,0,0,0,0,0,0,1,0
72,1734.65,0,0,1,0,1,0,0,0,0
1,45.55,0,0,0,0,0,0,0,1,0
51,4539.35,0,0,0,1,0,1,1,1,0
41,804.25,0,0,1,0,1,0,0,0,0
72,5011.15,0,0,1,0,0,0,1,1,0
43,3574.5,0,0,1,0,0,0,1,0,0
72,8086.4,0,0,1,1,0,0,1,1,0
47,4563.0,0,1,0,1,0,0,0,1,0
72,6362.35,0,0,1,0,0,0,1,0,0
3,67.1,0,0,0,0,1,0,0,1,0
1,70.05,0,0,0,1,0,1,0,1,1
2,165.45,0,0,0,1,0,1,0,1,1
26,1156.55,0,0,0,0,0,0,1,1,0
29,1834.15,0,0,0,0,0,0,1,1,0
35,3653.35,1,0,0,1,0,0,1,1,1
27,1477.65,0,1,0,0,0,0,1,0,0
24,1706.45,0,0,0,0,0,0,1,1,0
67,3953.7,0,0,1,0,0,0,1,1,0
16,1194.3,0,0,0,1,0,1,0,0,1
23,1327.85,0,1,0,0,0,0,0,0,0
14,419.7,0,0,0,0,0,0,0,1,0
1,21.0,0,0,0,0,1,1,0,1,1
1,45.1,1,0,0,0,0,0,0,0,1
4,207.35,1,0,0,0,0,0,0,1,0
16,1083.7,0,0,0,0,0,1,1,1,0
46,2007.85,0,0,0,0,0,1,0,1,0
68,5882.75,0,0,1,0,0,0,1,1,0
38,2657.55,0,0,0,0,0,1,1,0,0
30,1527.5,1,0,0,0,0,0,0,1,1
5,378.4,1,0,0,1,0,1,0,0,1
17,1612.2,0,0,0,1,0,0,0,1,0
4,76.65,0,0,1,0,1,0,0,0,0
12,260.7,0,1,0,0,1,1,0,0,0
72,6441.85,0,0,1,0,0,0,1,1,0
3,266.8,0,0,0,1,0,1,0,1,0
56,5124.6,0,0,0,1,0,1,0,1,1
41,962.25,0,1,0,0,1,0,0,1,0
40,1382.9,0,1,0,0,0,0,0,0,0
7,571.05,0,0,0,0,0,1,1,1,0
69,1399.35,0,0,1,0,1,0,0,0,0
7,150.0,0,1,0,0,1,0,0,0,0
5,167.2,0,0,0,0,0,1,0,1,0
72,7657.4,0,0,1,1,0,0,1,0,0
44,865.05,0,1,0,0,1,0,0,1,0
65,6153.85,0,1,0,1,0,1,0,1,0
3,174.2,0,0,0,0,0,1,0,0,0
24,1269.6,0,0,0,0,0,0,0,1,0
44,3862.55,0,0,0,1,0,0,0,1,1
72,6352.4,1,0,1,0,0,0,1,0,0
24,1348.5,0,0,0,0,0,1,1,0,0
1,50.9,0,0,0,0,0,0,0,0,1
22,471.55,0,0,0,0,1,0,0,1,0
70,5931.75,0,0,1,0,0,0,0,1,0
25,1404.65,0,0,0,0,0,1,0,0,0
37,726.1,0,0,1,0,1,0,0,0,0
22,1961.6,1,0,0,1,0,0,0,0,0
59,4194.85,0,0,1,0,0,0,0,1,0
49,4872.45,0,0,0,1,0,1,0,1,1
47,5118.95,0,0,0,1,0,0,0,1,1
31,658.95,0,0,0,0,1,0,0,1,1
1,81.05,0,0,0,1,0,1,0,1,0
3,76.95,0,0,0,0,1,1,0,1,0
53,5809.75,0,1,0,1,0,0,0,1,0
1,20.2,0,0,0,0,1,0,0,0,0
20,415.9,0,1,0,0,1,0,0,1,0
3,246.5,0,0,0,1,0,1,1,1,1
51,996.95,0,1,0,0,1,0,0,1,0
51,3145.15,0,1,0,0,0,0,1,1,0
13,265.3,0,0,1,0,1,0,0,0,0
1,20.9,0,0,0,0,1,0,0,0,0
1,21.05,0,0,0,0,1,0,0,1,0
63,4576.3,0,1,0,0,0,1,1,0,0
3,189.1,0,0,0,0,0,0,0,0,0
46,908.15,0,0,1,0,1,0,0,0,0
1,49.8,0,0,0,0,0,0,0,1,0
8,215.2,0,0,0,0,0,0,0,0,1
71,1500.95,0,0,1,0,1,0,0,0,0
55,5099.15,0,0,0,1,0,0,0,1,0
70,6385.95,0,1,0,1,0,0,0,1,0
2,159.45,0,0,0,1,0,1,0,0,1
67,6885.75,0,0,1,1,0,0,1,0,0
65,5940.85,0,0,0,1,0,0,0,1,1
14,668.85,0,0,0,0,0,0,0,0,0
20,1916.2,0,0,0,1,0,0,0,1,0
1,75.35,0,0,0,1,0,1,0,1,1
1,75.45,0,0,0,1,0,1,0,1,1
49,4613.95,0,0,0,1,0,0,0,1,0
72,7261.25,0,0,1,1,0,0,1,1,0
46,2459.8,0,0,0,0,0,1,1,0,0
24,2048.8,0,0,0,1,0,0,0,1,0
5,163.55,0,0,0,0,0,1,0,0,0
33,2888.7,0,0,0,1,0,0,0,0,0
42,2421.6,0,1,0,0,0,0,1,1,0
23,2292.75,0,1,0,1,0,0,1,1,0
8,553.4,0,0,0,1,0,0,0,0,0
66,3465.7,0,1,0,0,0,0,1,1,0
24,1210.4,0,0,0,0,0,0,1,1,1
24,1291.3,1,0,0,0,0,0,0,0,0
69,5356.45,0,1,0,0,0,0,1,1,1
53,5200.8,0,1,0,1,0,0,0,1,0
60,3237.05,0,0,1,0,0,1,1,0,0
7,576.65,0,0,0,1,0,1,0,1,1
20,433.75,0,1,0,0,1,0,0,1,0
23,1868.4,0,0,0,1,0,1,0,0,0
72,5728.55,0,0,1,0,0,1,1,1,0
11,825.7,0,0,0,1,0,1,0,1,1
21,390.4,0,0,1,0,1,0,0,0,0
1,93.55,1,0,0,1,0,1,0,1,1
31,2845.15,1,0,0,1,0,1,0,1,0
57,3894.4,0,0,1,0,0,0,0,0,0
45,886.4,0,0,1,0,1,0,0,1,0
10,1021.55,0,0,0,1,0,1,0,1,0
58,5885.4,0,0,0,1,0,0,0,1,1
14,268.4,0,0,0,0,1,0,0,0,0
27,2204.35,0,1,0,0,0,0,1,0,0
14,1259.0,0,0,0,1,0,0,0,1,1
12,309.1,0,0,0,0,0,0,0,0,1
69,6398.05,0,0,1,1,0,0,0,1,0
25,2257.75,0,0,0,1,0,0,0,1,1
58,6287.25,1,1,0,1,0,1,1,1,1
35,1662.05,0,0,1,0,0,0,1,1,0
16,1350.15,1,0,0,1,0,1,0,1,1
45,3600.65,0,1,0,0,0,0,0,0,0
17,1329.15,0,0,0,1,0,1,0,1,0
1,45.7,0,0,0,0,0,1,0,1,1
22,422.5,0,1,0,0,1,0,0,0,0
1,69.95,1,0,0,1,0,1,0,1,1
67,4627.65,0,0,1,0,0,0,1,0,0
67,6717.9,0,0,1,1,0,0,0,1,0
2,97.1,0,0,0,0,0,1,0,0,1
23,1710.45,0,0,0,1,0,1,0,1,1
9,637.4,1,0,0,1,0,0,0,0,0
5,117.95,0,0,0,0,1,0,0,0,0
54,2460.55,0,0,1,0,0,0,1,0,0
57,5464.65,0,0,1,1,0,1,0,1,1
24,2165.05,0,0,0,1,0,0,0,1,1
49,4941.8,0,1,0,1,0,0,0,0,1
5,223.15,0,0,0,0,0,1,0,0,1
2,181.1,0,0,0,1,0,1,0,1,1
4,341.45,0,0,0,1,0,0,0,1,1
70,5731.85,0,0,1,0,0,0,1,1,0
5,357.75,0,0,0,1,0,0,0,1,1
53,4616.1,0,0,0,0,0,1,1,0,0
47,4533.7,0,0,0,1,0,1,1,1,1
31,589.25,0,1,0,0,1,0,0,0,0
13,750.1,0,0,0,0,0,0,0,0,0
28,1410.25,0,0,0,0,0,0,0,0,0
10,830.85,0,0,0,1,0,1,0,0,1
38,743.5,0,0,1,0,1,0,0,0,0
1,45.3,0,0,0,0,0,0,0,1,1
67,7040.85,0,1,0,1,0,1,0,0,1
52,3865.45,0,1,0,0,0,0,1,1,0
62,6825.65,0,0,1,1,0,0,1,0,0
16,1340.1,0,0,0,1,0,1,0,1,0
5,371.65,1,0,0,1,0,1,0,1,1
12,1184.0,0,1,0,1,0,1,0,0,0
72,8477.7,0,0,1,1,0,0,1,1,0
71,7382.85,1,1,0,1,0,0,0,0,0
24,456.85,0,1,0,0,1,0,0,0,0
15,331.6,0,0,1,0,1,0,0,0,0
67,6056.15,0,1,0,1,0,0,1,1,1
2,134.6,0,0,0,0,0,0,1,0,0
5,125.5,0,0,0,0,0,0,0,0,0
15,1390.6,0,0,0,1,0,1,0,0,1
1,20.2,0,0,0,0,1,0,0,1,1
41,2511.3,0,1,0,0,0,0,1,1,0
43,2737.05,0,0,0,0,0,1,1,1,0
1,74.3,1,0,0,1,0,1,0,0,0
1,70.6,1,0,0,1,0,0,0,1,0
26,2361.8,0,0,0,1,0,1,0,1,1
22,1730.35,0,0,0,1,0,1,0,1,1
71,6404.0,0,0,1,0,0,0,1,0,0
7,165.35,0,0,1,0,1,0,0,0,0
28,1867.6,1,0,0,0,0,0,0,0,0
16,1043.3,1,0,0,1,0,1,0,0,0
7,128.6,0,1,0,0,1,0,0,0,0
69,7455.45,0,0,1,1,0,0,0,1,0
1,24.7,0,0,0,0,0,0,0,0,0
3,206.15,0,0,0,0,0,1,1,1,0
21,2030.3,1,0,0,1,0,0,0,1,1
69,5869.4,0,0,0,1,0,0,0,1,0
71,3377.8,0,0,1,0,0,0,1,1,0
69,1346.2,0,0,1,0,1,0,0,0,0
48,4946.05,0,0,0,1,0,1,0,1,0
47,4065.0,0,0,0,1,0,0,0,1,1
2,106.55,0,0,0,0,0,1,0,1,1
45,4964.7,0,0,0,1,0,0,1,1,0
51,4085.75,0,0,0,1,0,0,0,0,0
22,1742.75,0,0,0,0,0,1,1,1,1
72,6224.8,0,0,1,0,0,0,1,0,0
37,3415.25,0,0,0,1,0,1,0,1,0
71,6325.25,0,0,1,0,0,1,1,0,0
7,340.25,0,0,0,0,0,1,0,0,1
66,1683.6,0,0,1,0,1,0,0,1,0
51,3966.3,0,1,0,0,0,0,1,1,0
30,608.5,0,1,0,0,1,0,0,0,0
34,2896.6,0,0,0,1,0,1,0,0,0
64,1514.85,0,0,1,0,1,0,0,1,0
65,6792.45,1,1,0,1,0,0,0,1,0
47,4669.2,0,0,0,1,0,0,1,0,0
1,95.6,0,0,0,1,0,1,1,1,1
49,2934.3,0,0,0,0,0,0,1,1,1
67,6302.8,0,0,1,1,0,0,0,0,0
39,779.2,0,1,0,0,1,0,0,0,0
14,283.75,0,0,0,0,1,0,0,0,0
43,4600.7,1,0,0,1,0,0,1,1,1
56,5594.0,1,0,0,1,0,1,0,1,0
14,772.85,0,1,0,0,0,0,0,0,0
1,71.35,0,0,0,1,0,1,0,0,1
16,857.8,0,1,0,0,0,0,1,1,0
70,7554.05,0,0,0,1,0,1,1,1,0
72,5981.65,1,0,1,0,0,0,1,1,0
23,1702.9,0,0,0,1,0,0,0,1,0
21,467.15,0,0,0,0,1,0,0,0,0
1,20.15,0,0,0,0,1,0,0,1,1
1,69.75,0,0,0,1,0,0,0,0,1
32,2931.0,1,0,0,1,0,1,0,1,1
17,1400.85,0,0,0,1,0,1,0,0,1
4,137.85,0,0,0,0,0,1,1,1,1
36,1941.5,0,1,0,0,0,1,0,0,0
50,1932.75,0,0,1,0,0,0,0,0,0
48,1423.05,0,0,0,0,0,0,0,1,0
50,970.85,0,0,1,0,1,0,0,0,0
72,5810.9,0,0,1,0,0,0,1,0,0
10,223.9,0,0,0,0,1,0,0,0,0
18,391.7,0,0,0,0,1,0,0,0,0
1,79.95,0,0,0,1,0,1,0,1,1
1,19.3,0,0,0,0,1,1,0,0,1
9,811.65,0,0,0,1,0,1,0,1,0
2,174.75,0,0,0,1,0,0,1,0,0
40,3126.85,0,0,0,1,0,0,0,1,0
69,6841.45,0,1,0,1,0,0,0,0,0
37,3754.6,0,1,0,1,0,1,1,1,1
18,1406.65,0,0,0,1,0,0,0,1,0
11,834.7,1,0,0,1,0,1,0,1,0
8,627.4,0,0,0,1,0,0,0,1,1
3,242.0,0,0,0,1,0,1,0,0,1
55,3157.0,0,1,0,0,0,0,1,0,0
33,3092.0,0,0,0,1,0,1,0,1,0
46,2168.9,0,0,0,0,0,0,0,0,0
34,980.35,0,0,1,0,1,0,0,0,0
3,65.95,0,0,0,0,1,1,0,0,0
30,711.9,0,0,1,0,1,0,0,0,0
33,1952.8,0,1,0,0,0,1,1,0,0
45,4368.85,0,1,0,1,0,0,0,1,0
40,2647.1,0,0,0,0,0,0,1,1,0
71,8477.6,0,0,1,1,0,1,1,1,0
1,54.35,0,0,0,0,0,1,0,0,1
72,4528.0,0,0,1,0,0,0,1,0,0
22,1790.65,0,0,0,1,0,1,0,1,0
46,845.6,0,1,0,0,1,0,0,1,0
55,1210.3,0,0,1,0,1,0,0,0,0
1,20.45,0,0,0,0,1,0,0,0,0
12,854.45,0,1,0,0,0,0,0,1,0
31,2429.1,0,0,0,1,0,1,0,1,0
5,100.4,0,0,0,0,0,1,0,1,1
67,5229.45,0,0,1,0,0,1,1,1,0
1,44.45,0,0,0,0,0,0,0,0,0
40,1716.45,0,1,0,0,0,1,1,1,1
41,3023.55,0,0,0,0,0,0,1,1,0
1,75.3,0,0,0,1,0,1,0,1,1
51,4837.6,0,1,0,1,0,1,1,1,1
42,2032.3,0,0,1,0,0,0,1,0,0
23,436.9,0,1,0,0,1,0,0,0,0
1,70.55,1,0,0,1,0,1,0,1,1
1,20.15,0,0,0,0,1,0,0,0,0
56,5893.95,0,0,0,1,0,0,1,1,0
15,1430.05,0,0,0,1,0,1,0,1,0
12,313.0,0,0,1,0,1,0,0,1,0
54,3871.85,0,0,1,0,0,0,1,0,0
7,458.1,0,0,0,0,0,1,0,1,0
33,2745.7,0,0,0,1,0,0,0,0,1
16,341.35,0,0,0,0,1,1,0,0,0
21,1336.8,0,1,0,0,0,0,1,0,0
30,2181.75,1,0,1,0,0,1,0,0,0
3,147.75,0,0,0,0,0,0,0,1,0
11,818.45,0,0,0,1,0,1,0,0,0
62,7133.45,0,1,0,1,0,0,1,1,0
18,348.8,0,0,0,0,1,1,0,0,0
6,128.6,0,0,0,0,1,0,0,0,0
46,4674.4,0,1,0,1,0,1,0,1,0
21,1737.45,0,0,0,1,0,1,0,1,0
68,1498.85,0,0,1,0,1,0,0,1,0
1,50.1,0,0,0,0,0,1,0,1,0
25,1797.75,0,0,0,1,0,1,0,1,0
24,498.1,0,0,1,0,1,0,0,0,0
30,2624.25,0,0,0,1,0,1,0,1,1
2,184.1,0,0,0,1,0,1,0,0,1
51,5498.8,0,1,0,1,0,0,0,1,0
57,4845.4,0,0,1,0,0,1,1,1,0
15,369.1,0,0,1,0,1,0,0,0,0
72,6096.9,0,0,1,0,0,0,1,1,0
2,160.75,0,0,0,1,0,1,0,1,1
28,2684.35,0,0,0,1,0,0,0,0,0
29,3004.15,1,0,0,1,0,1,0,1,1
70,6994.8,0,0,1,1,0,0,1,1,0
13,273.25,0,1,0,0,1,0,0,0,0
59,5483.9,1,1,0,1,0,1,1,1,0
13,1233.65,1,0,0,1,0,1,0,1,1
7,527.9,1,0,0,1,0,0,0,1,1
62,4985.9,0,0,1,0,0,0,1,0,0
21,1258.35,0,1,0,0,0,1,1,1,0
2,111.4,0,0,0,0,0,1,0,0,0
1,43.95,0,0,0,0,0,0,0,0,0
4,308.1,0,0,0,1,0,1,0,0,0
19,383.65,0,1,0,0,1,0,0,0,0
30,2555.9,0,0,0,1,0,1,0,0,1
67,1284.2,0,0,1,0,1,0,0,1,0
72,7550.3,1,0,1,1,0,0,1,1,0
53,1110.05,0,0,1,0,1,0,0,0,0
5,99.6,0,1,0,0,1,1,0,0,0
71,6707.15,1,0,1,1,0,0,0,1,0
50,4164.4,0,1,0,0,0,0,0,1,0
56,5873.75,0,0,1,1,0,1,0,1,0
2,109.25,0,0,0,0,0,0,0,1,0
2,179.25,1,0,0,1,0,1,0,1,1
24,1338.15,0,0,0,0,0,1,1,0,1
46,862.4,0,0,1,0,1,0,0,0,0
71,8564.75,0,0,1,1,0,1,1,1,0
29,926.2,0,0,0,0,0,1,0,1,0
69,1718.2,0,0,1,0,1,0,0,0,0
71,5956.85,0,0,1,0,0,0,0,0,0
1,91.3,1,0,0,1,0,1,0,1,1
56,4824.45,1,0,1,0,0,0,1,1,0
